code,disease,primary
E03,хипотиреоидиз радиойодтерапи повод базедов болест хронич рецидивира протичан компенсира състояни,0
E03,хипотиреоидиз радиойодтерапи хашитоксикоз,0
E03,хипотиреоидиз субтотал резекци щитовид жлеза повод базедов болест медикаментоз компенсира,0
E03,хипотиреоидиз радиойодтерапи хашитоксикозаq субкомпенсира,0
E03,хипотиреоидизмус постоператив статус пост тиреоидектомиам ет йод терапиям проптер гландул тиреоида,0
E03,хипотиреоидизмус ет хипопаратираоидизмус постоператив,0
E03,хипотиреоидиз радиойодтерапи хашитоксикоз субкомпенсира,0
E03,хипотиреоидиз радиойодлечени 10 миликюр февруар 2008 г,0
E03,хипотиреоид фаза,0
E03,хипотиреоидиз радиойодтерапи хашитоксикоз компенсира,0
E03,хипотиреоидиз радиойодтерапи повод базедов болест хронич рецидивира протичан некомпенсира състояни,0
E03,хипотиреоидиз,0
E03,хипотиреоидиз радиойодтерапи хашитоксикоз субкомпенсира,0
E03,хипотиреоидиз радиойодлечени хашитоксикоз хронич рецидивира протичан компенсира,0
E03,хипотиреоидизмус постоператив ет пост йод 131 терапиам,0
E03,хипотиреоидиз компенсира,0
E03,хипотиреоидизмус постоператив ет пострадиойодтерапиам,0
